FIPS,y17_M059_valueNumeric,y17_M061_valueNumeric,y17_M063_valueNumeric,y17_M066_valueNumeric,y17_M068_valueNumeric,y17_M070_valueNumeric,y17_M078_valueNumeric,y17_M079_valueNumeric,y17_M080_valueNumeric,y17_M081_valueNumeric,y17_M082_valueNumeric,y17_M083_valueNumeric
21193,7.5,0.09,2.57,4.02,57.12,,,0.23,0,,0,
21195,3.9,0.03,0.67,9.48,59.57,0,4.12,1.13,0,6.11,0,0
21197,24.4,0.03,8.36,28.12,24.67,,4.87,0.21,,36.78,0,0
21199,53.7,0.1,23.79,37.49,37.7,0.09,8.83,17.76,,41.32,0.15,9.73
21201,66.1,0.01,22.69,28.71,44.58,0,13.03,,,14.45,0,0.08
21203,39.8,0.01,13.7,22.33,35.55,,4.96,0.77,,14.13,0.01,
21205,22.1,0.06,7.34,24.65,28.51,0.18,7.66,3.39,,25.48,,0.68
21207,57,0.02,26,37.69,37.35,1.33,8.77,1.04,0,47.81,0.1,
21209,72.4,0.22,31.11,30.66,47.82,0.02,6.1,18.58,1.91,30.88,0.55,5.03
21211,82.7,0.45,51.21,52.33,27.23,0.26,5.5,24.97,7.67,53.82,0.63,10.05
21213,74,0.27,58.88,73.55,13.61,2.76,0.79,67.14,6.39,88.34,,26.54
21215,62.1,0.08,29.16,40.21,35.41,,2.58,13.55,,46.42,0.18,2.37
21217,65.6,0.02,35.84,44.94,24.74,3.24,7.21,21.34,1.55,56.03,,6.28
21219,70.1,0.48,53.19,69.11,12.01,2.25,9.36,60.22,5,78.76,2.71,22.48
21221,43.2,1.83,26.88,53.88,18.58,3.12,5.03,71.28,4.13,85.17,1.46,56.31
21223,68,,31.29,37.44,32.95,0,3.41,1.85,20.26,45.7,0.89,14.04
21225,88.7,1.94,78.73,86.01,5.83,1.23,5.73,66.78,7.27,92.51,0.5,38.88
21227,75.6,0.06,45.19,47.47,23.75,6.91,5.18,37.45,2.15,64.94,0.16,13.06
21229,84.9,0.07,35.52,33.62,45.86,0.46,8.1,4.52,,25.23,0.41,0.73
21231,32.8,0.06,11.77,30.45,33.78,,20.6,22.39,0.26,58.12,0.22,11.81
21233,76.7,0.35,57.88,63.3,9.24,6.97,4.07,52.02,13.24,82.45,0.57,27.56
21235,21,0.03,7.2,24.74,37.67,0,9.03,1.66,,7.04,0.45,0.39
21237,23.7,0.03,7.15,17.9,31.9,,5.15,0.77,,3.4,0.4,0
21239,92.8,0.02,34.73,26.14,51.99,0.09,7.38,8.53,0.46,48.8,2.31,3.66
22001,63.3,32.42,49.58,48.57,9.59,0.84,0.75,43.44,2.79,55.55,4.17,28.57
22003,19.5,19.94,9.51,24.51,45.95,0.83,4.26,39.3,2.57,56.49,0.06,26.3
22005,20.7,0.13,14.16,54.11,25.03,0,0.16,24.68,,61.38,39.98,
22007,42.4,,39.91,61.93,,0,0,37.59,0,76.86,23.35,6.74
22009,52.9,9.22,37.75,60.03,16.21,4.37,2.87,75.78,7.1,65.19,20.81,49.37
22011,19.9,2.24,5.28,16.07,43.68,2.86,8.55,21.27,,42.33,0,9.02
22013,6.6,,1.93,12.04,42.2,0.74,10.89,7.96,,25.62,0,0
22015,19.9,1.92,6.33,26,47.81,0.18,9.7,44.01,6.89,62.94,26.97,18.61
22017,35.4,11.33,15.07,37.57,36.69,,2.14,49.67,2.56,75.53,41.54,11.46
22019,52,3.7,11.38,6.49,71.1,0.84,0.9,24.32,,47.43,0.64,3.82
22021,20,5.28,6.45,22.9,29.31,11.31,5.47,48.19,13.29,59.76,24.64,5.66
22023,22.8,3.12,6.19,7.89,77.88,0.34,0.25,9.76,,36.16,,11.66
22025,46.3,27.86,32.15,60.24,8.24,11.61,0.09,76.76,17.35,83.43,41.17,41.38
22027,13.1,3.52,2.68,13.07,34.63,0,31.3,64.65,,98.49,16.75,16.72
22029,63.1,16.44,46.29,62.77,3.78,12.49,0.02,76.42,,79.22,24.31,30.14
22031,24.3,0.13,5.04,16.97,54.15,0.46,71.55,21.09,,70.1,,0.17
22033,20,0.82,4.61,16.5,60.53,0.42,8.72,16.03,0.09,40.53,,7.2
22035,82.2,58.02,71.81,81.05,0.73,4.06,0.87,87.22,11.95,90.72,25.26,36.12
22037,45.1,0.02,8.5,10.92,38.28,3.94,4.45,15.33,0,44.37,,
22039,37.5,28.89,26.78,49.94,19.62,3.45,0.67,44.49,,60.08,1.13,37.9
22041,63.7,40.73,44.62,59.78,14.78,8.33,1.54,65.6,8.9,84.71,15.34,41.03
22043,12.4,,4.12,29.09,33.43,5,0.67,84.47,24.25,94.06,27.74,10.06
22045,31.2,2.25,24,59.36,9.86,,0.35,35.71,1.11,72.48,36.41,14.93
22047,45.9,,19.41,30.99,9.52,,0.03,59.26,11.74,81.55,30.84,14.35
22049,5.6,0.78,0.87,11.65,41.48,,58.53,25.38,0,65.37,0,0
22051,4.3,0.18,0.27,,23.55,2.95,12.92,8.41,0,18.98,0,0
22053,58.4,28.02,40.24,34.9,23.99,1.93,0.33,37.32,1.88,48.71,8.51,29.94
22055,28.9,10.28,17.36,43.39,24.32,,2.21,34.05,,38.2,13.49,23.9
22057,23,0.16,8.57,27.02,19.77,0,1.29,23.25,0,75.81,14.67,14.77
22059,5.9,,1.13,14.81,44.68,4.3,4.73,15.85,,49.12,,0
22061,23.8,0.9,4.92,14.09,37.33,0.55,41.63,52.46,,86.7,,0.44
22063,7.1,0.46,1.4,14.37,42.17,0,4.38,13.41,,43.48,,1.03
22065,61.4,34.01,47.76,72.01,4.14,6.33,1.74,73.07,7.48,93.04,13.56,11.97
22067,50.4,56.37,38.54,71.79,9.61,4.71,2.32,77.76,4.98,91.88,20.21,42.74
22069,26.6,6.61,10.12,30.82,44.38,4.78,10.1,37.82,,73.25,17.51,24.61
22071,0.5,4.35,0.04,,,0,0,6.98,0,,0,6.98
22073,23.8,17.26,12.54,46.33,18.39,3.68,4.86,66.84,12.93,85.27,12.03,10.82
22075,18.8,0.09,1.6,1.23,19.67,0,4.47,10.72,0.71,32.22,2.92,2.49
22077,52.6,3.12,37.22,60.19,17.03,0.37,0.22,73.19,4.66,95.06,28.63,39.48
22079,24.1,12.92,15.62,54.02,24.87,2.33,0.33,68.54,2.18,78.48,25.77,42.66
22081,38.3,2.52,10.75,20.96,51.82,4.65,13.41,59.39,,102.96,,8.04
22083,61,33.44,37.86,53.29,20.16,13.81,9.23,67.77,11.26,81.16,29.92,31.29
22085,11.2,0.18,2.68,20.45,61.02,0.44,27.09,11.64,0,35.51,0,0.1
22087,13.4,0,1.17,1.04,15.45,0,0,0.81,0,,,0
22089,8.1,0.03,1.63,18.6,71.25,0,0,2,0,49.22,0,1.72
22091,14.1,0.61,4.67,18.51,44.98,1.58,6.9,4.14,0,37.24,0,
22093,32.7,,29.12,71.95,3.05,0,0,32,,82.43,30.54,7.95
22095,14.5,0.03,13.13,60.02,8.62,0,,53.22,0,74.18,48.75,36.19
22097,45.2,9.07,33.01,58.31,18.99,3.7,0.47,67.99,3.47,75.84,26.16,49.1
22099,17.7,4.68,13.5,56.75,6.7,,0.35,35.74,2.89,68.95,30.73,18.62
22101,22.5,,20.29,69.5,7,,,49.6,2.77,87.07,34.07,11.77
22103,7.9,0.83,1.43,12.66,49.24,0,18.29,5.42,0.67,22.45,0.15,0.9
22105,19.4,1.24,5.84,22.7,51.48,0.24,13.79,9.3,1.1,46.15,0.64,2.08
22107,52.4,27.46,43.03,74.26,0.59,8.86,0.38,82.94,21.58,88.17,21.52,33.85
22109,10,0.1,4.54,34.51,13.19,0,1.7,43.03,,76.86,27.35,0.08
22111,13.4,0.05,3.47,19.43,41.84,,23.36,28.85,,54.57,0,0.05
22113,54.6,16.61,28.9,26.29,33.61,1.13,0.98,33.37,1.9,51.61,10.21,23.15
22115,4.8,0.67,0.96,13.03,49.87,0.93,10.5,4.45,0,22.93,0.49,0.18
22117,18.8,0.67,7.19,26.99,36.16,0.39,24,14.96,,41.5,,
22119,15.3,0.29,3.09,16.54,43.48,0.28,6.19,6.69,0,38.86,,
22121,27.7,0.22,24.23,68.58,7.68,0,1.03,65.84,7.22,82.5,40.06,27.69
22123,73,41.52,48.27,55.91,15.75,16.46,5.5,61.66,14,79.79,27.01,34.1
22125,33.4,0.08,9.58,10.89,39.11,4.41,,28.19,0,36.14,,
22127,5,0.14,0.83,10.56,35.9,2.07,53.81,14.78,,45.97,,0.83
23001,18.6,1.87,8.2,34.73,10.71,0.59,25.31,9.64,,18.51,2.17,3.73
23003,7.4,3.99,4.08,36.68,5.73,1.96,3.24,39.45,3.26,56.54,19.49,33.57
23005,9.3,1.62,2.86,24.85,12.79,,31.59,2.88,0.2,11,1.24,2.72
23007,4.3,0.2,1.02,19.93,10.3,0.17,25.71,4.58,0.09,,0.11,
23009,6.4,0.35,1.49,18.54,6.93,,2.94,34.82,1.23,28.43,2.54,23.06
23011,14.8,0.27,6.58,38.81,9.17,0,31.94,6.79,,19.55,0.19,0.53
23013,11,1.07,4.23,30.23,11.46,0.41,8.23,14.09,0.22,14.42,0.12,12.85
23015,8.7,0.52,2.23,22.07,11.83,0,8.96,11.24,3.4,16.21,4.25,7.31
23017,5.8,1.03,1.31,18.88,7.64,0.32,20.26,22.85,,26.97,2.23,14.38
23019,4.8,1.55,1.89,33.53,7.36,0.51,30.42,20.11,,30.51,5.53,7.09
23021,2,0.09,0.34,13.49,7.15,0,30.58,2.73,0.07,20.25,,
23023,10.9,0.75,3.21,24.44,13.08,0,34.56,1.59,0.34,,0.88,0.38
23025,5.8,0.19,1.43,15.89,4.33,,28.5,9.83,,21.38,,1.24
23027,12.1,,4.61,31.47,11.77,0,30.55,5.21,0.08,11.92,,0.78
23029,7.6,,1.9,22.41,1.88,,1.93,33.84,0.17,44.25,0.72,63.72
23031,9.6,2.67,2.88,25.39,10.83,0,21.71,11.42,1.79,15.24,1.47,5.55
24001,13.1,0.11,4.9,28.87,26.17,3.17,5.79,,,22.07,,12.06
24003,10.2,0.6,5.48,46.82,16.24,1.49,7.7,48.26,8.95,64.05,,12.25
24005,17.5,0.89,11.61,61.29,15.16,0.73,5.2,64.19,9.87,84.37,0.75,15.95
24009,18.4,1.15,9.27,42.99,9.96,0.41,4.75,36.75,0.58,70.47,,26.08
24011,62.6,25.32,53.3,80.16,2.14,1.82,12.2,63.57,2.77,89.6,0.14,28.25
24013,51.2,1.1,38.19,65.9,10.79,5.11,12.12,36.76,10.27,71.5,2.02,16.3
24015,33.3,2,24.63,64.81,10.77,2.45,15.88,39.57,0.96,77.77,,5.99
24017,14,1.32,8.87,55.29,10.47,2.5,2.92,,,75.96,0.03,5.64
24019,38.2,22.64,28.02,64.9,0.93,5.11,13.74,42.18,3.28,88.33,0,14.35
24021,44.6,0.62,33.29,67.39,14.3,1.89,20.97,21.52,1.59,67.76,0.15,4.78
24023,21.7,0.11,10.27,38.87,20.61,0.7,28.62,8.53,1.53,33.03,0.06,1.3
24025,26.5,0.78,18.5,59.53,14.15,0.9,6.07,36.78,4.88,72.9,0.22,14.7
24027,20.2,1.29,11.11,46.12,15.37,1.98,10.41,23.06,4.03,50.76,0.45,13.08
24029,75.7,7.49,61.58,76.09,2.87,2.9,16.47,55.12,4.74,90.47,,23.85
24031,20.8,1.79,15.44,65.92,13.55,2.46,4.92,37.54,5.73,75.29,10.46,12.55
24033,9.9,2.31,5.09,39.72,10.96,0.84,6.9,41.74,,71.16,0.12,16.13
24035,68.5,10.25,57.1,79.47,2.04,3.62,12.43,57.3,4.18,91.03,0.62,19.62
24037,26.9,1.11,16.12,51.86,8.69,1.76,5.8,48.32,4.72,72.9,0.33,15.47
24039,29,0.5,18.56,58.81,4.06,4.24,14.49,57.92,,87.86,2.53,20.2
24041,54.5,8.82,47.19,81.81,1.97,3.62,15.43,60.56,10.75,92.02,0,23.45
24043,40.7,0.46,28.07,62.57,20.45,0.99,33.1,26.65,1.06,68.43,1.81,7.79
24045,37,12.39,27.37,67.86,2.5,4.89,7.63,40.24,5.31,90.36,,11.87
24047,33.1,5.96,23.88,66.53,1.54,4.19,16.81,49.04,5.27,89.88,,16.63
25001,2.6,17.12,0.65,19.94,9.35,0,7.13,57.37,,41.96,5.24,41.47
25003,9.9,0.46,3.21,30.15,16.07,0,28.83,3.75,,21.38,0.32,1.61
25005,9,6.1,3.67,32.36,17.22,0,11.03,17.47,2.22,24.78,4.04,6.08
25007,11.7,3.34,1.23,8.35,15.75,0,27.65,5.56,,7.9,0,2.22
25009,6.6,6.3,3.48,41.13,17.23,0,9.83,9.03,0.62,19.14,1.72,4.12
25011,19.7,2.01,5.49,22.77,19.07,,21.55,24.11,4.65,29.11,0.94,13.81
25013,9.1,2.9,3.05,27.65,10.46,0,14.13,17.48,0.22,26.49,0.51,10.59
25015,15,1.6,6,33.63,12.99,0,13.32,20.86,3.33,29.68,2.29,14.81
25017,5.2,4.36,2.48,33.93,16.16,0,8.89,10.42,0.25,13.54,3.33,4.78
25019,2.6,38.75,1.57,52.8,11.7,0,1.73,,,4.55,0,1.73
25021,3,6.74,1.2,34.34,16.56,0,17.62,8.09,0.2,4.55,,3.44
25023,14.2,19.8,4.32,25.94,3.57,0,3.06,67.24,3.75,65.66,2.69,38.16
25025,0.1,76.19,0.05,80.95,0,0,17.65,,0,0,,0
25027,9.9,1.55,3.56,28.78,16.11,,15.55,10.8,1.48,15.81,5.09,9.22
26001,8.4,0.16,5.58,55.01,13.26,,5.94,4,0,38.43,,2.72
26003,3.6,0.22,1.7,37.21,14.12,,4.93,0.29,0.22,22.81,,5.86
26005,43.5,10.81,37.27,79.16,4.86,0.51,15.67,38.12,10.15,76.63,2.6,9.86
26007,17.9,0.07,11.53,54.55,7.5,0,8.27,7.45,0,45.5,2.42,4.46
26009,18.2,7.25,11.23,44.38,7.93,,13.68,33.47,1.73,52.46,21.81,25.37
26011,37.5,0.26,31.39,72.8,2.41,6.07,8.32,10.4,3.37,72.79,4.41,9.35
26013,3.1,0.03,1.65,47.02,9.19,0,2.27,6.39,0,36.99,0,
26015,43.7,3.17,33.67,69.75,7.57,2.86,17.4,25.21,4.66,69.36,0.37,5.78
26017,74.1,2.49,69.62,87.58,1.22,2.01,2.26,27.61,2.85,85.87,7.21,7.13
26019,9,3.76,4.25,36.69,8.27,,10.22,38.5,0.59,46.62,11.96,21.93
26021,39.8,13.87,34,78.03,2.95,0.59,3.34,32.53,6.6,77.68,3.76,14.05
26023,73.9,23.27,63.05,80.03,2.79,1.77,7.4,32.34,4.4,84.57,1.72,9.85
26025,47.3,6.23,38.62,76.44,4.22,1.25,7.15,30.07,2.61,84,0.19,2.86
26027,63.3,35.89,52.18,77.8,3.72,1.01,11.03,43.36,17.49,78.12,3.26,14.46
26029,11.2,0.19,5.3,34.08,15.13,,11.28,14.92,7.82,32.6,,3.51
26031,9.6,,4.83,35.71,19.8,,6.31,4.44,0.03,15.34,1.03,3.03
26033,8.9,0.04,5.34,34.62,20.14,1.75,6.35,1.97,0,2.13,,0.19
26035,15.1,,8.42,45.7,25.7,0.97,17.56,11.2,2.11,32.7,,0.77
26037,63.4,1.15,55.42,81.19,3.59,2.01,12.46,19.43,1.23,82.63,0.23,4.03
26039,0.8,0,0.09,,29.38,0,29.94,0,0,24.55,0,0
26041,7.8,1.32,3.88,36.46,19.36,0,13.69,6.51,0,25.15,1.07,1.34
26043,4.5,1.14,1.8,25.01,9.6,,12.14,7.74,,19.59,3.9,3.92
26045,57.1,0.35,48.11,80.1,4.05,1.06,4.96,22.93,2.89,82.32,0.02,6.37
26047,13.1,0.73,6.87,32.85,18.88,0,12.3,2.67,0.18,8.46,0.13,0.45
26049,30.4,1.25,25.59,78.16,4.79,0.51,6.85,10.69,6.62,82.49,0.09,2.5
26051,18.2,0.23,11.37,50.44,14.45,3.21,8.57,11.89,3.37,49.42,2.03,10.44
26053,0.8,,0.26,23.47,15.05,0,10.58,,0,,0,0
26055,17.1,5.54,12.15,58.95,9.72,0.57,4.7,23.94,1.22,52.94,11.63,19.03
26057,81.6,5.35,74.9,87.43,2.12,1.43,11.79,24.93,3.46,82.87,1.23,6.48
26059,66.4,3.46,55.47,75.15,3.86,4.81,9.58,22.68,8.47,80,0.05,8.71
26061,4,0.12,2.07,37.44,11.34,,9.4,1.92,,2.53,,0.02
26063,92.6,0.62,85.73,86.94,1.5,2.04,15.01,47.41,6.15,86.4,12.52,29.59
26065,50.1,0.99,42.78,81.32,3.44,0.38,9.27,22.06,0.96,84.08,0.55,8.37
26067,64,2.19,54.73,79.99,4.35,1.33,17.03,23.21,4.43,85.19,0.78,5.81
26069,9.6,0.54,6.52,56.87,16.2,1.5,12.56,,,34.95,0,
26071,3.1,2.24,1.43,35.19,13.28,0,0.82,5.22,5.27,13.66,4.64,5.75
26073,57.8,1.35,47.53,74.85,4.19,1.02,9.57,17.45,1.13,64.72,1.45,6.63
26075,35.7,2.94,28.01,71.29,6.22,1.63,9.23,29.08,12.45,76.88,0,12.1
26077,38.5,31.06,31.08,76.58,4.95,0.5,11.48,41.58,4.93,88.06,4.84,16.39
26079,7.6,5.85,4.56,34.43,10.4,0.16,6.56,9.52,5.1,28.55,10.18,15.03
26081,29,9.7,23,73.03,7.29,0.45,10.51,35.48,5.65,73.43,6.53,13.94
26083,0.1,0,0.02,12.5,33.75,0,0,0,0,0,0,0
26085,5.9,0.51,3.26,40.23,14.23,,20.9,6.64,0.15,21.16,,
26087,40.1,1.43,31.21,72.56,6.83,0.5,8.96,24.5,4.72,79.9,0.42,7.59
26089,22.5,4.68,13.48,47.89,8.14,0.38,6.25,50.92,10.98,58.56,32.41,42.11
26091,80.4,2.53,71.96,83.66,1.45,3.17,5.19,23.61,3.77,80.96,0.68,16.11
26093,24.7,1.26,18.58,66.66,7.52,0.45,6.1,20.99,0.77,71.4,0.33,3.27
26095,1.7,,0.7,,38,0,2.16,,,14.17,0,
26097,3.8,0.03,2.02,41.31,23.86,0.06,19.27,1.17,0.2,8.63,0,1.14
26099,24,5.82,21.73,84.04,2.76,,2.02,18.52,5.52,86.8,0.83,9.36
26101,11.9,2.45,5.57,31.9,10.87,,21.3,25.83,0.42,43.83,3.63,3.07
26103,2.6,0.22,0.98,31.16,17.82,0,30.65,0.03,,22.02,0,
26105,27,4.9,19.89,60.85,7.08,0.6,17.74,34.12,0.8,61.77,3.32,14.15
26107,32.4,15.33,22.95,58.39,13.47,0.44,18.74,21.28,6.91,52.61,8.11,11.47
26109,11.9,0.13,7.06,48.04,6.99,,20.98,6.13,,29.53,0,
26111,26.5,0.73,21.16,70.57,5.38,3.15,3.46,30.12,1.77,76.29,0.92,17.96
26113,31.4,7.49,24.53,69.96,7.63,0.16,31.79,17.11,0.78,44.45,0,4.1
26115,59.7,2.04,55.19,89.67,1.21,1.18,1.02,23.35,9.12,89.78,2.8,13.7
26117,51,25.83,42.52,76.55,5.39,0.66,9.86,40.3,12,77.33,12.9,17.42
26119,7.5,0.02,4.66,52.24,15.51,0,5.47,,0,42.11,,
26121,19.7,5.76,14.26,62.61,7.91,0.23,14.22,22.37,1.83,60.92,3.21,13.51
26123,26.1,8.8,18.53,63.85,8.11,0.27,21.36,23.49,0.76,57.66,1.79,12.47
26125,5.2,2.16,3.14,49.63,15.72,,7.17,10.57,,42.99,1.47,2.99
26127,37.9,10.33,27.96,61.85,4.86,0.19,18.06,43.94,4.02,64.69,9.62,28.57
26129,19.4,,13.24,62.18,9.66,0.48,20.84,12.11,1.74,44.12,,11.38
26131,3.2,,1.49,34.23,15.13,,11.69,2.01,0,2.2,0,0
26133,28.6,1.96,18.59,51.82,14.27,0.48,19.12,8.13,,34.12,,
26135,4.5,,1.8,31.73,25.57,,39.3,0.57,0,15.82,0,
26137,10.1,3.39,5.32,37.75,15.52,0,3.95,14.98,,33.19,0,4.27
26139,47.6,13.4,40.26,80.42,3.85,0.22,18.7,39.81,4.35,65.64,3.1,9.3
26141,15.3,2.73,9.73,49.99,12.2,0.49,8.82,16.72,,51.24,,2.04
26143,1.7,11.76,0.89,43.44,26.8,0,6.88,0,,,0,0
26145,63.8,0.52,58.65,86.12,1.17,2.62,2.55,34.61,9.17,87.66,0.94,22.3
26147,39.5,0.53,34.73,81.34,3.82,0.33,2.73,9.41,5.36,80.9,0.09,6.79
26149,76.5,50.25,66.28,80.68,2.8,1.04,11.54,55.13,8.42,88.68,9.84,25.18
26151,70.9,0.4,65.09,86.87,2.36,1.1,14.48,23.81,5.02,82.99,4.74,12.55
26153,2,0.05,0.79,25.23,26.65,0,4.41,1.53,0,31.77,6.06,22
26155,62,0.72,55.08,83.55,1.77,1.17,7.97,14.08,2.65,84.4,0.65,5.84
26157,64.1,2.65,58.05,84.76,2.67,2.18,12.75,28.02,3.03,78.07,7.28,12.63
26159,39,23.45,30.36,69.16,3.52,1.21,4.26,50.33,14.46,79.85,6.42,22.38
26161,39.6,2.22,33.29,78.07,4.97,0.58,7.26,27.86,7.64,79.39,0.21,6.34
26163,2.6,5.74,1.99,67.46,8.62,,1.65,29.86,3.85,78.04,0.79,10.06
26165,11.1,10.67,7.24,50.63,10.17,,6.96,16.09,0,39.14,,1.16
27001,9.1,2.81,4.64,43.19,23.56,0.47,6.95,12.3,,24.51,0.02,
27003,14.4,7.68,10.87,69.01,7.42,0.44,3.15,18.54,,74.58,0.08,0.89
27005,43.7,3.65,30.42,61.7,11.2,6.44,5.06,32.4,2.32,70.32,,13.83
27007,10.5,2.07,4.98,40.47,33.11,1.05,5.63,25.32,0,39.98,,6.91
27009,74.6,8.57,59.61,75.03,9.83,1.43,11.12,12.03,1.96,78.58,,2.78
27011,84.1,1.53,77.14,86.17,2.87,4.08,3.48,22.92,3.22,89.56,0,4.14
27013,80,1.12,74.27,89.55,0.95,1.99,10.19,47.51,7.76,92.31,0.45,13.07
27015,91,1.15,84.6,87.09,1.76,4.06,10.73,40.54,5.42,85.62,,2.04
27017,16.9,,7.5,39.68,28.94,0.09,8.03,1.73,0,5.78,0,1.15
27019,70,0.35,60.03,81.39,3.82,2.07,11.04,22.13,1.56,85.4,0.02,7.07
27021,10.3,6.32,4.48,38.97,42.25,0.72,7.35,2.36,0,22.14,,
27023,91.7,1.32,86.18,88.69,2.11,2.56,6.49,37.02,4.42,94.45,0.82,12.51
27025,43.5,3.43,31.15,64.79,11.96,0.51,4.99,18.43,1.04,73.26,0.18,4.15
27027,86.2,0.51,80.45,87.99,3.3,3.86,1.58,42.08,2.82,89.6,0.39,15.5
27029,24.3,3.16,11.9,42.17,34.14,1.33,4.72,17.37,0.83,51.63,,10.65
27031,0.1,1.01,0.02,9.83,11.13,,,,0,0,0,
27033,90.4,0.56,84.35,88.84,2.57,3.53,7.86,38.85,3.17,90.01,,3.08
27035,14,5.06,6.55,41.89,27.69,,9.77,3.51,5.74,30.67,,
27037,63.1,27.66,57.07,86.55,3.1,1.12,4.85,23.72,2.49,89.31,0.36,7.49
27039,88.2,1.99,82.5,91.57,1.9,1.16,9.17,47.99,6.75,90.68,1.12,17.7
27041,64.6,1.24,50.38,68.42,6.58,6.43,7.09,14.22,0.91,76.42,,2.61
27043,89.4,,85.3,93.18,0.54,0.98,8.11,46.09,4.35,91.12,0.77,16.41
27045,68.1,0.18,52.18,69.78,13.12,3.81,11.07,30.25,3.34,79.75,0.55,6.44
27047,87.1,0.43,82.85,91.51,1.2,2.44,6.42,46.11,7.31,89.17,0.83,9.97
27049,79.4,1.55,67.25,80.57,7.09,1.77,10.8,32.38,6.46,85.58,0.06,4.15
27051,92.5,1.81,86.43,86.41,1.24,6.5,0.78,36.15,6.39,75.82,,9.68
27053,12.9,0.61,10.34,74.96,9.65,1.94,11.82,14.78,3.55,72.98,0.07,2.45
27055,61.4,0.09,35.6,49.38,18.3,4.74,21.96,19.53,4.01,60.69,1.32,5.59
27057,16,25.93,9.01,48.75,25.28,0.23,14.78,16.22,,52.79,,20.33
27059,47.5,2.99,34.51,66.2,8.4,0.79,4.36,6.18,3.19,78.45,0.06,0.17
27061,4.2,,2.15,45.39,21.35,0.33,2.93,4.48,,29.87,0.01,
27063,79.2,,74.58,90.86,2.07,2.16,5.84,53.31,6.19,90.81,0.35,2.57
27065,35.6,1.82,19.82,51.91,25.5,0.11,6.18,1.56,,56,,2.07
27067,89.3,5.83,78.93,79.31,3.02,6.87,10.22,30.82,2.66,79.68,0.77,5.22
27069,68.2,0.5,58.1,68.67,7.94,14.09,0.3,44.66,1.42,77.62,1.8,26.11
27071,2.8,,1.42,42.93,25.13,0.25,7.78,11.23,0,36.69,,3.19
27073,85.8,1.21,76.64,81.75,4.98,6.45,5.28,37.13,3.7,86.05,0.28,1.2
27075,0.3,0.34,0.1,28.33,17.05,0,8.88,,0,,0,0
27077,11,1.3,8.16,61.75,6.26,1.01,0.39,54.65,0,72.3,,28.14
27079,86.9,0.72,78.07,81.74,1.79,6.67,5.33,25.9,2.7,83.94,0.16,7.16
27081,86.7,,78.53,80.01,5.07,8.89,6.63,29.6,3.13,80.78,0,0.96
27083,86.4,0.09,80.12,87.83,3.23,3.22,9.38,32.89,7.22,89.12,0.52,3.82
27085,85.4,0.05,79.12,88.56,1.69,2.6,7.09,22.71,3.31,83.84,0.39,8.95
27087,62,,52.17,78.63,7.02,1.86,1.12,43.47,1.24,90.27,0.43,9.84
27089,79.4,,72.54,75.39,3.11,12.49,0.94,51.2,2.55,79.83,2.84,25.66
27091,98.5,0.11,95.27,95.11,0.64,1.22,15.02,50.45,5.52,93.74,0.07,4.29
27093,77.4,2.93,67.34,80.07,3.19,5.3,8.78,31.9,5.33,84.66,,4.18
27095,34.4,0.36,23.73,64.84,14.14,0.42,12.38,4.85,,67.57,0,1.5
27097,53.1,7.92,32.33,55.01,17.46,1.45,25.89,11.22,1.29,60.76,0.56,0.52
27099,98.2,1.13,92.46,90.83,1.68,1.96,5.72,41.95,5.25,88.85,0.27,16.96
27101,87.6,,80.39,87.6,5.06,3.6,9.15,42.6,7.19,89.62,0.26,2.21
27103,92.2,0,86.9,90.2,0.71,1.41,12.17,33.41,5.94,91.55,,2.68
27105,90.5,0.02,85.72,91.91,1.94,1.78,13.57,41.33,5.56,88.06,0.07,4.1
27107,94.1,0.27,89.32,90.28,1.32,2.82,0.37,55.93,1.37,92.04,2.66,26.74
27109,68.4,0.05,57.16,75.76,9.95,2.3,8.72,37.6,2.43,82.33,0.11,8.31
27111,62.9,9.51,45.65,63.26,10.25,5.72,7.02,29.93,3.07,71.81,1.28,5.23
27113,72.4,,63.15,76.32,4.42,7.57,1.21,56.01,0.58,77.3,1.18,22.99
27115,17.7,0.24,9.04,43.18,23.87,0.07,10.85,3.54,0,31.33,,0.16
27117,80.6,0.9,70.74,82.75,8.88,1.77,14.43,33.6,6.27,91.08,,2.57
27119,81.1,0.55,74.4,82.12,3.28,6.31,1.04,56.03,2.82,85.14,2.68,34.63
27121,77.7,9.62,65.42,73.96,7.28,7.53,8.96,37.13,1.28,81.94,0.61,3.79
27123,0.7,13.95,0.45,57.83,9.92,,,8.29,0,,,8.76
27125,75.4,0.51,68.42,80.46,4.58,6.19,1.9,45.75,2,85.53,1.5,21.5
27127,93.2,0.01,88.01,90.54,1.33,3.13,7.58,33.97,6.81,91.66,,6.07
27129,99.2,0.19,95.1,92.83,0.74,1.83,6.77,35.76,6.03,90.67,1.44,7.76
27131,71.3,1.25,60.7,78.27,4.24,4.78,12.28,26.82,2.79,81.49,1.1,6.29
27133,93.2,,86.29,90.24,3.92,0.93,17.95,32.81,2.34,91.12,,2.55
27135,52.2,0.01,43.29,64.84,7.28,15.29,1.41,54.91,1.77,71.29,2.72,28.81
27137,3.5,,1.68,40.2,21.89,0.03,6.23,,,14.84,,0.25
27139,50.7,0.03,42.97,78.83,5.52,2.18,9.38,18.7,0.5,73.66,0.23,1.12
